AccountID,ClusterID,RecommendationMessage,RecommendationReason,PriorityLevel,RecommendationCategory,SavingsPotential,AnomalyCount,SpendingVsCluster,AvgTransactionAmount,AverageBalance,TransactionFrequency,MetricValue
AC00261,1,Review irregular transactions for budgeting patterns,Detected 8 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,18.301794784039203,8,-33.893183012175726,145.12875,5556.275000000001,8,8 anomalies
AC00262,0,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,21.464535775603192,5,21.045443224319985,470.472,2872.004,5,5 anomalies
AC00263,2,Consider reducing transaction amounts,Your avg transaction ($310.17) is 41% above cluster average,HIGH,SPENDING_CONTROL,50.32266535318148,5,40.63029973337648,310.168,8126.625999999999,5,40.6% above cluster
AC00264,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $189.69 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,22.905615049818547,6,13.528343982101642,441.25500000000005,2540.175,6,Min balance: $189.69
AC00265,0,Review irregular transactions for budgeting patterns,Detected 9 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,35.69441902721877,9,13.022492856269052,439.2888888888889,5747.238888888889,9,9 anomalies
AC00266,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,4,-30.06523601158881,153.5325,5184.8975,4,4 anomalies
AC00267,0,Review irregular transactions for budgeting patterns,Detected 10 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,8.881563119889726,10,-48.46296107375835,200.311,3659.88,10,10 anomalies
AC00268,0,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,11.32982353016589,4,18.86315086807205,461.99,6291.055,4,4 anomalies
AC00269,2,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,3,-30.53754517932522,153.20333333333335,7879.653333333333,3,3 anomalies
AC00270,1,Consider reducing transaction amounts,Your avg transaction ($336.14) is 53% above cluster average,HIGH,SPENDING_CONTROL,24.4316047341792,2,53.11560250034669,336.145,1960.1,2,53.1% above cluster
AC00271,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $469.14 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,0.7098176879223104,5,-35.178958695163296,142.30599999999998,2121.4260000000004,5,Min balance: $469.14
AC00272,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $464.20 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,11.345030595530911,8,-24.68492791270215,292.73,4363.1975,8,Min balance: $464.20
AC00273,0,Consider reducing transaction amounts,Your avg transaction ($597.67) is 54% above cluster average,HIGH,SPENDING_CONTROL,31.810966214661605,4,53.77288186989969,597.675,4521.2575,4,53.8% above cluster
AC00274,2,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,41.31372177485101,5,20.637155060028583,266.072,6314.328,5,5 anomalies
AC00275,0,Review irregular transactions for budgeting patterns,Detected 9 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,4.582472243698755,9,-43.974736569274555,217.7555555555556,5409.711111111112,9,9 anomalies
AC00276,0,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,5,-24.299514808521618,294.22799999999995,6876.454000000001,5,5 anomalies
AC00277,0,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,3,13.660845816983455,441.77,7847.46,3,3 anomalies
AC00278,2,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,14.270925151701965,3,26.654383092992052,279.3433333333333,8107.5,3,3 anomalies
AC00279,0,Review irregular transactions for budgeting patterns,Detected 9 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,5.813386578094319,9,-39.309299794147314,235.88888888888889,7029.763333333333,9,9 anomalies
AC00280,0,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.5304959674584833,5,-10.55174190546189,347.662,6585.808,5,5 anomalies
AC00281,2,Consider reducing transaction amounts,Your avg transaction ($288.03) is 31% above cluster average,HIGH,SPENDING_CONTROL,32.055551342487,4,30.59178785837059,288.0275,7851.967500000001,4,30.6% above cluster
AC00282,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,6,-23.4242308429527,297.63,7422.991666666666,6,6 anomalies
AC00283,1,Excellent financial discipline - consider higher-yield savings options,Strong balance management with 8.5x typical monthly spending in reserves,LOW,OPTIMIZATION_OPPORTUNITY,0.0,1,-64.51618963608857,77.9,664.72,1,Balance ratio: 8.5x
AC00284,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $234.41 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,31.06015496724925,8,13.634795698960572,441.66875,5602.1900000000005,8,Min balance: $234.41
AC00285,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $136.74 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,21.129965245561877,7,4.258177467615912,405.2242857142857,5298.9857142857145,7,Min balance: $136.74
AC00286,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $259.77 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,0.0,6,-58.69787721355932,90.67333333333332,4575.341666666666,6,Min balance: $259.77
AC00287,1,Consider reducing transaction amounts,Your avg transaction ($320.88) is 46% above cluster average,HIGH,SPENDING_CONTROL,12.013000808874153,2,46.16460190787829,320.885,4740.825,2,46.2% above cluster
AC00288,1,Consider reducing transaction amounts,Your avg transaction ($396.08) is 80% above cluster average,HIGH,SPENDING_CONTROL,43.89670786722462,3,80.41779060726468,396.0833333333333,4081.38,3,80.4% above cluster
AC00289,1,Consider reducing transaction amounts,Your avg transaction ($346.41) is 58% above cluster average,HIGH,SPENDING_CONTROL,31.325810727765404,3,57.78983913728729,346.4066666666667,4222.6033333333335,3,57.8% above cluster
AC00290,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $461.83 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,15.391390419026346,4,21.622533740125707,472.715,3901.575,4,Min balance: $461.83
AC00291,0,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,19.587182198104856,7,3.947965127421,404.0185714285714,7245.484285714286,7,7 anomalies
AC00292,0,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.7314902530123053,7,-28.172243888732158,279.17571428571426,7738.22,7,7 anomalies
AC00293,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,4,-64.49569192791942,77.945,4518.219999999999,4,4 anomalies
AC00294,1,Consider reducing transaction amounts,Your avg transaction ($316.48) is 44% above cluster average,HIGH,SPENDING_CONTROL,30.215816738941697,4,44.159242791997436,316.4825,5869.889999999999,4,44.2% above cluster
AC00295,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $333.19 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,29.592288808134256,6,13.831365207001367,249.90166666666667,6326.121666666666,6,Min balance: $333.19
AC00296,1,Consider reducing transaction amounts,Your avg transaction ($389.10) is 77% above cluster average,HIGH,SPENDING_CONTROL,54.65185720628925,4,77.23571120759985,389.0975,1070.6675,4,77.2% above cluster
AC00297,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $479.08 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,17.668587157643696,10,-29.665195908445074,273.373,5831.1230000000005,10,Min balance: $479.08
AC00298,1,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,9.513833754758934,7,-40.10960105513815,131.48142857142858,3864.9,7,7 anomalies
AC00299,2,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,4,-45.25983446854648,120.7325,7235.755,4,4 anomalies
AC00300,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,1.061527583458612,5,-21.971146560221367,171.302,5231.218,5,5 anomalies
AC00301,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $269.01 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,16.556539078153985,6,2.1250388202487613,396.9333333333333,3055.98,6,Min balance: $269.01
AC00302,0,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,12.33844164363306,4,22.639453162204237,476.6675,7329.4125,4,4 anomalies
AC00303,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,28.533154628023894,6,28.190165141582412,498.2416666666666,5414.301666666666,6,6 anomalies
AC00304,0,Review irregular transactions for budgeting patterns,Detected 11 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,30.6578615487209,11,-14.586019307772203,331.9818181818182,6378.040909090909,11,11 anomalies
AC00305,2,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,41.77961158646313,6,4.498971843374274,230.47833333333327,7643.98,6,6 anomalies
AC00306,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $312.19 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,24.333089868567143,6,0.14876541691201756,219.86333333333332,4522.18,6,Min balance: $312.19
AC00307,1,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,3,-6.8067902218161835,204.59333333333333,3353.773333333333,3,3 anomalies
AC00308,2,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,9.827182379922435,242.23,6050.63,2,2 anomalies
AC00309,2,Excellent financial discipline - consider higher-yield savings options,Strong balance management with 162.1x typical monthly spending in reserves,LOW,OPTIMIZATION_OPPORTUNITY,0.0,1,-76.40504243466472,52.04,8436.12,1,Balance ratio: 162.1x
AC00310,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $221.56 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,27.323796880206057,7,13.199570358518287,439.9771428571429,3099.9471428571424,7,Min balance: $221.56
AC00311,1,Consider reducing transaction amounts,Your avg transaction ($291.28) is 33% above cluster average,HIGH,SPENDING_CONTROL,43.34799305872447,6,32.680146630090654,291.2816666666667,3588.736666666666,6,32.7% above cluster
AC00312,0,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,19.335814559648966,4,26.00023999355165,489.73,2322.4975,4,4 anomalies
AC00313,1,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,3.201792892785975,3,12.919596780662951,247.9,5137.25,3,3 anomalies
AC00314,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,8.30440007487785,4,7.3897706212549235,235.76,6035.6075,4,4 anomalies
AC00315,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $130.76 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,10.083713625707029,5,-8.164801346740552,201.612,5088.778,5,Min balance: $130.76
AC00316,0,Consider reducing transaction amounts,Your avg transaction ($572.93) is 47% above cluster average,HIGH,SPENDING_CONTROL,37.690511453170025,6,47.40550405061066,572.9266666666666,6999.878333333333,6,47.4% above cluster
AC00317,0,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,25.037781093949743,7,11.461425622994872,433.2214285714285,5200.824285714286,7,7 anomalies
AC00318,0,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,10.061974209287724,5,3.6694356115445705,402.936,5194.212,5,5 anomalies
AC00319,1,Consider reducing transaction amounts,Your avg transaction ($333.69) is 52% above cluster average,HIGH,SPENDING_CONTROL,45.26048373919238,5,51.9955166250597,333.68600000000004,4170.716,5,52.0% above cluster
AC00320,0,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,2.4690555703241195,5,-13.641736151929425,335.65200000000004,3435.144,5,5 anomalies
AC00321,2,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,3.9919190466045182,229.36,6583.134999999999,2,2 anomalies
AC00322,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $254.75 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,22.73358977515108,9,-12.33238360796878,340.74111111111114,4892.466666666666,9,Min balance: $254.75
AC00323,1,Consider reducing transaction amounts,Your avg transaction ($320.00) is 46% above cluster average,HIGH,SPENDING_CONTROL,30.634412160016375,4,45.76148031388521,320.0,6179.945,4,45.8% above cluster
AC00324,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $187.90 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,14.18679979455963,5,-5.829884633962499,206.738,3700.896,5,Min balance: $187.90
AC00325,1,Consider reducing transaction amounts,Your avg transaction ($331.66) is 51% above cluster average,HIGH,SPENDING_CONTROL,43.51949539202512,5,51.070842234318484,331.656,5205.524,5,51.1% above cluster
AC00326,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,23.47273793657927,5,8.504845945656148,238.208,3002.6,5,5 anomalies
AC00327,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $320.25 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,25.46410150952245,6,18.23666160994145,459.555,2363.8233333333333,6,Min balance: $320.25
AC00328,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,5,-31.334499651884563,150.746,5880.886,5,5 anomalies
AC00329,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $193.06 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,6.349868992506469,9,-43.265201393057296,220.51333333333332,4076.456666666667,9,Min balance: $193.06
AC00330,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $490.57 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,7.021345859717612,4,-1.3069514502852442,216.6675,4218.5225,4,Min balance: $490.57
AC00331,0,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,12.62681801511112,7,-14.31266222514246,333.0442857142857,3443.2514285714287,7,7 anomalies
AC00332,0,Review irregular transactions for budgeting patterns,Detected 8 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,10.875999047928891,8,-24.11343334817542,294.95125,5286.797500000001,8,8 anomalies
AC00333,2,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,3,-18.910847219414624,178.84666666666666,7932.0,3,3 anomalies
AC00334,1,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,13.711325849499136,3,28.9093275013455,283.00333333333333,4797.21,3,3 anomalies
AC00335,2,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,-22.198755891166282,171.595,6542.455,2,2 anomalies
AC00336,0,Consider reducing transaction amounts,Your avg transaction ($531.62) is 37% above cluster average,HIGH,SPENDING_CONTROL,24.549993792247264,4,36.77727030153748,531.6175000000001,2706.505,4,36.8% above cluster
AC00337,0,Consider reducing transaction amounts,Your avg transaction ($549.18) is 41% above cluster average,HIGH,SPENDING_CONTROL,46.02937738240897,8,41.294875336938134,549.17625,4463.3825,8,41.3% above cluster
AC00338,0,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,23.989668320794383,7,6.7872901606031055,415.05428571428575,3110.2757142857145,7,7 anomalies
AC00339,0,Review irregular transactions for budgeting patterns,Detected 9 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,13.33873753708478,9,-28.28377494469216,278.74222222222227,5782.372222222223,9,9 anomalies
AC00340,2,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,1.5806355980860811,3,16.33196699183654,256.57666666666665,10344.413333333334,3,3 anomalies
AC00341,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,5,-54.04413828478788,100.89,6483.114,5,5 anomalies
AC00342,1,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,3,-4.436647817962286,209.79666666666665,3593.2833333333333,3,3 anomalies
AC00344,0,Consider reducing transaction amounts,Your avg transaction ($572.92) is 47% above cluster average,HIGH,SPENDING_CONTROL,27.703635789968956,4,47.40378881650219,572.9200000000001,5391.355,4,47.4% above cluster
AC00345,0,Review irregular transactions for budgeting patterns,Detected 9 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,18.247648938295562,9,-19.176739445597253,314.1388888888889,6014.265555555556,9,9 anomalies
AC00346,1,Excellent financial discipline - consider higher-yield savings options,Strong balance management with 4.6x typical monthly spending in reserves,LOW,OPTIMIZATION_OPPORTUNITY,0.0,1,-17.799635195488356,180.46,831.75,1,Balance ratio: 4.6x
AC00347,1,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,13.535804369325415,3,19.117496391509604,261.50666666666666,2581.1966666666667,3,3 anomalies
AC00348,0,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.1425741105455689,4,-7.058324596674501,361.24,3637.8025,4,4 anomalies
AC00349,1,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,6.4183273602535795,6,-21.190867135916104,173.015,7319.05,6,6 anomalies
AC00350,0,Consider reducing transaction amounts,Your avg transaction ($907.92) is 134% above cluster average,HIGH,SPENDING_CONTROL,62.58581972368437,2,133.59430276876117,907.92,3236.535,2,133.6% above cluster
AC00351,1,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,-32.71968921949245,147.705,1794.355,2,2 anomalies
AC00352,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,2.7978103040682285,4,-11.256311243272862,194.825,3500.565,4,4 anomalies
AC00353,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $431.16 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,0.0,5,-65.0400199559666,76.75,4495.168,5,Min balance: $431.16
AC00354,0,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,11.395337960236096,5,7.427856590095614,417.544,5952.31,5,5 anomalies
AC00355,1,Consider reducing transaction amounts,Your avg transaction ($305.34) is 39% above cluster average,HIGH,SPENDING_CONTROL,22.421620588610594,3,39.08226414825206,305.33666666666664,3516.0533333333333,3,39.1% above cluster
AC00356,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $267.53 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,14.626093364443317,8,-16.92038470990593,322.90875,5589.56,8,Min balance: $267.53
AC00357,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $102.20 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,2.837832099444995,6,-21.084222710427927,306.725,4306.788333333333,6,Min balance: $102.20
AC00358,0,Review irregular transactions for budgeting patterns,Detected 8 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,32.12633975102215,8,15.792131398929799,450.05375,5731.01875,8,8 anomalies
AC00359,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $399.00 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,9.194964531105569,6,-10.840844614450003,346.53833333333336,3581.4300000000003,6,Min balance: $399.00
AC00360,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,4.0221932596330685,6,-17.058568257772176,322.37166666666667,5327.708333333333,6,6 anomalies
AC00361,1,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,-45.12308018495212,120.475,715.385,2,2 anomalies
AC00362,0,Review irregular transactions for budgeting patterns,Detected 12 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,24.57946178727911,12,-35.864823831922536,249.27666666666667,5397.5616666666665,12,12 anomalies
AC00363,0,Review irregular transactions for budgeting patterns,Detected 12 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,44.196787701473134,12,0.8323955152284302,391.9091666666666,5502.639166666667,12,12 anomalies
AC00364,2,Excellent financial discipline - consider higher-yield savings options,Strong balance management with 42.3x typical monthly spending in reserves,LOW,OPTIMIZATION_OPPORTUNITY,0.0,1,-34.91890451713633,143.54,6067.62,1,Balance ratio: 42.3x
AC00365,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,5.2425495326700515,5,-9.821927176059035,197.974,6982.93,5,5 anomalies
AC00366,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $379.82 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,22.949301848943872,8,-2.1097669915125286,380.47375,5189.0650000000005,8,Min balance: $379.82
AC00367,1,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,34.79733623857025,7,6.412387838078793,233.61428571428573,5213.394285714285,7,7 anomalies
AC00368,1,Consider reducing transaction amounts,Your avg transaction ($286.00) is 30% above cluster average,HIGH,SPENDING_CONTROL,21.352259818603464,4,30.274323030534905,286.0,6403.389999999999,4,30.3% above cluster
AC00369,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,14.36749432433861,6,-2.229940581239497,380.00666666666666,2938.835,6,6 anomalies
AC00370,0,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,12.255267137749218,7,-11.388433103589477,344.41,5771.122857142857,7,7 anomalies
AC00371,2,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,-25.4949769038486,164.325,6745.415,2,2 anomalies
AC00372,0,Consider reducing transaction amounts,Your avg transaction ($680.61) is 75% above cluster average,HIGH,SPENDING_CONTROL,31.632577699410188,3,75.1108229882,680.61,10161.173333333334,3,75.1% above cluster
AC00373,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $341.24 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,4.655806077758447,9,-42.791510906759136,222.35444444444445,6042.548888888889,9,Min balance: $341.24
AC00374,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $206.20 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,29.547477422358153,6,1.535777003023839,222.90833333333333,1561.5833333333333,6,Min balance: $206.20
AC00375,2,Consider reducing transaction amounts,Your avg transaction ($326.42) is 48% above cluster average,HIGH,SPENDING_CONTROL,26.018869760089544,3,47.99896326819256,326.42,8947.153333333334,3,48.0% above cluster
AC00376,1,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,3,-5.0379139242570465,208.4766666666667,5243.913333333334,3,3 anomalies
AC00377,1,Consider reducing transaction amounts,Your avg transaction ($297.17) is 35% above cluster average,HIGH,SPENDING_CONTROL,28.53308855055627,4,35.36117094117652,297.1675,3897.2525,4,35.4% above cluster
AC00378,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,7.354015889332066,6,-15.185532611287256,329.6516666666667,3079.1733333333336,6,6 anomalies
AC00379,1,Consider reducing transaction amounts,Your avg transaction ($370.74) is 69% above cluster average,HIGH,SPENDING_CONTROL,33.095983286474564,2,68.87378503615564,370.74,1870.69,2,68.9% above cluster
AC00380,1,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,18.658617466055187,6,-10.670228624510772,196.11166666666668,4189.546666666667,6,6 anomalies
AC00381,1,Consider reducing transaction amounts,Your avg transaction ($296.90) is 35% above cluster average,HIGH,SPENDING_CONTROL,17.591169983708028,3,35.239323453726634,296.90000000000003,4714.416666666667,3,35.2% above cluster
AC00382,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,14.709092659841197,6,-0.20810837584197506,387.865,3778.4233333333336,6,6 anomalies
AC00383,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,4,-36.79645562202142,138.75500000000002,2026.925,4,4 anomalies
AC00384,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $120.89 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,16.46893189126113,7,-5.825193789383103,366.0328571428572,4298.8328571428565,7,Min balance: $120.89
AC00385,0,Consider reducing transaction amounts,Your avg transaction ($591.60) is 52% above cluster average,HIGH,SPENDING_CONTROL,47.696751706194995,7,52.20987478852665,591.6,2371.3642857142854,7,52.2% above cluster
AC00386,1,Review irregular transactions for budgeting patterns,Detected 8 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,40.295151257738034,8,-0.7244749098121782,217.94625,3628.61625,8,8 anomalies
AC00387,2,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,1.2978620466534783,3,8.113328813493395,238.45,8244.94,3,3 anomalies
AC00388,0,Consider reducing transaction amounts,Your avg transaction ($639.80) is 65% above cluster average,HIGH,SPENDING_CONTROL,29.715054581414577,2,64.61230381858229,639.805,1244.13,2,64.6% above cluster
AC00389,1,Consider reducing transaction amounts,Your avg transaction ($312.12) is 42% above cluster average,HIGH,SPENDING_CONTROL,22.817891793206037,3,42.17210386115578,312.12,4131.94,3,42.2% above cluster
