TransactionID,AccountID,TransactionAmount,TransactionDuration,LoginAttempts,AccountBalance,AnomalyScore,RiskLevel,TransactionType,IsAnomaly
TX001260,AC00232,54.5,147,1,1715.22,-0.40424168323546833,High,Credit,False
TX001261,AC00247,414.77,274,1,5599.81,-0.49428037327552804,Low,Debit,False
TX001262,AC00136,886.19,69,1,7904.24,-0.5003505545572821,Low,Debit,False
TX001263,AC00322,440.03,88,1,1490.44,-0.4160771835780971,Low,Debit,False
TX001264,AC00461,35.46,285,1,1532.72,-0.5165659827608597,Low,Debit,False
TX001265,AC00079,76.39,219,1,5976.0,-0.43518838402252924,Low,Debit,False
TX001266,AC00176,595.91,162,1,1673.76,-0.44668620660177155,Low,Credit,False
TX001267,AC00417,6.03,70,1,3290.72,-0.44132647336389513,Low,Debit,False
TX001268,AC00260,249.34,197,1,3030.97,-0.4418061392650292,Low,Debit,False
TX001269,AC00471,421.52,67,1,369.86,-0.43498233890057375,Low,Debit,False
TX001270,AC00231,189.77,24,1,6570.36,-0.43492460715141606,Low,Debit,False
TX001271,AC00184,73.19,213,1,2264.98,-0.4524621376459887,Low,Debit,False
TX001272,AC00475,188.13,198,1,5029.87,-0.43846335419190713,Low,Credit,False
TX001273,AC00329,30.52,122,1,12327.74,-0.47386666221305634,Low,Debit,False
TX001274,AC00431,1235.69,118,1,420.25,-0.5492100208933574,Low,Credit,False
TX001275,AC00398,1159.39,150,1,6499.53,-0.5240608724395451,Low,Debit,False
TX001276,AC00221,170.24,133,1,5172.99,-0.3975280518045951,High,Debit,False
TX001277,AC00299,56.62,121,1,8981.1,-0.41554960231924926,Low,Debit,False
TX001278,AC00266,53.14,70,1,7915.0,-0.40898289470979743,High,Debit,False
TX001279,AC00297,587.23,144,1,500.84,-0.4528619887110645,Low,Debit,False
TX001280,AC00373,146.15,75,1,13784.4,-0.49627584928323565,Low,Debit,False
TX001281,AC00489,21.27,114,1,7392.79,-0.41752375457506236,Low,Credit,False
TX001282,AC00128,1397.59,144,1,1134.79,-0.5876504780211038,Low,Credit,False
TX001283,AC00409,76.02,189,1,14765.41,-0.5460671083708418,Low,Credit,False
TX001284,AC00410,170.19,156,5,745.87,-0.6812061846070557,Low,Credit,True
TX001285,AC00360,155.51,15,1,5360.19,-0.45017949535862023,Low,Debit,False
TX001286,AC00422,135.15,50,1,5878.14,-0.4090679332582046,High,Debit,False
TX001287,AC00225,39.48,38,1,5889.51,-0.4263485960425125,Low,Debit,False
TX001288,AC00261,451.68,15,1,4381.54,-0.4649068950482584,Low,Debit,False
TX001289,AC00468,19.11,160,1,8478.46,-0.44227034863883247,Low,Credit,False
TX001290,AC00138,355.0,33,1,185.47,-0.46186129782650115,Low,Credit,False
TX001291,AC00013,427.69,236,1,2443.54,-0.4846045979754313,Low,Debit,False
TX001292,AC00275,254.86,102,1,699.9,-0.40992946441041206,High,Debit,False
TX001293,AC00125,19.48,114,1,4739.59,-0.4224232642618177,Low,Debit,False
TX001294,AC00200,190.17,265,1,12893.85,-0.552863853188187,Low,Debit,False
TX001295,AC00213,91.38,179,1,2402.58,-0.4316113416352795,Low,Debit,False
TX001296,AC00035,206.63,128,1,7626.53,-0.4019008360095806,High,Credit,False
TX001297,AC00070,93.22,52,1,1014.63,-0.4169307389223122,Low,Debit,False
TX001298,AC00275,547.98,171,1,1358.54,-0.45012533854818093,Low,Debit,False
TX001299,AC00060,641.06,25,1,1602.13,-0.48309174034463814,Low,Debit,False
TX001300,AC00304,314.55,19,2,1105.89,-0.5905425165626742,Low,Credit,False
TX001301,AC00372,836.45,63,1,1731.89,-0.47829326617440143,Low,Debit,False
TX001302,AC00498,1095.09,52,1,8692.47,-0.5604826885003406,Low,Debit,False
TX001303,AC00465,189.45,62,1,12578.75,-0.48579766390046275,Low,Credit,False
TX001304,AC00396,91.84,80,1,1712.41,-0.40281308915801123,High,Credit,False
TX001305,AC00083,609.52,169,1,3485.03,-0.46516915285394256,Low,Debit,False
TX001306,AC00479,859.3,68,1,1146.78,-0.4808354510687908,Low,Credit,False
TX001307,AC00091,100.01,63,1,6393.12,-0.40822410664773884,High,Debit,False
TX001308,AC00024,28.78,51,1,680.55,-0.43627341887122284,Low,Credit,False
TX001309,AC00366,111.08,83,1,7037.34,-0.4009917136474713,High,Debit,False
TX001310,AC00470,470.96,124,2,12991.03,-0.6012842926414018,Low,Credit,True
TX001311,AC00032,52.23,96,1,105.01,-0.44744196557817933,Low,Credit,False
TX001312,AC00136,78.62,52,1,1360.85,-0.41550180629979044,Low,Debit,False
TX001313,AC00001,47.79,37,1,1649.92,-0.4269844070186032,Low,Debit,False
TX001314,AC00187,333.97,45,1,5237.36,-0.4044651708169565,High,Debit,False
TX001315,AC00452,30.87,295,1,14348.65,-0.6273885100049614,Low,Debit,True
TX001316,AC00036,710.43,115,1,5625.55,-0.4463585760204713,Low,Debit,False
TX001317,AC00125,220.23,48,1,3438.02,-0.411806036773783,High,Debit,False
TX001318,AC00403,27.28,96,1,10668.24,-0.4476269548112553,Low,Debit,False
TX001319,AC00264,101.52,98,1,2018.9,-0.40632448260211584,High,Debit,False
TX001320,AC00123,162.65,147,1,9500.95,-0.4219602915859175,Low,Debit,False
TX001321,AC00298,10.52,30,1,2472.99,-0.4611311883698546,Low,Debit,False
TX001322,AC00235,270.72,37,1,6522.47,-0.41706129285955673,Low,Debit,False
TX001323,AC00259,202.34,134,1,1223.45,-0.4000659131554383,High,Debit,False
TX001324,AC00329,247.58,152,1,778.74,-0.4100931551279796,High,Debit,False
TX001325,AC00482,686.17,96,1,2246.15,-0.45177521323341796,Low,Debit,False
TX001326,AC00020,359.65,289,1,219.53,-0.5382211627697394,Low,Credit,False
TX001327,AC00453,109.91,90,1,12896.06,-0.4858151752873962,Low,Debit,False
TX001328,AC00367,215.72,137,1,8697.11,-0.41057086920242297,High,Credit,False
TX001329,AC00167,490.76,156,1,6414.11,-0.43183099287385196,Low,Debit,False
TX001330,AC00110,224.28,68,1,5767.51,-0.3963972743475295,High,Debit,False
TX001331,AC00078,614.03,51,1,2815.86,-0.45644729610442764,Low,Debit,False
TX001332,AC00212,608.79,157,1,2991.17,-0.4566247068370063,Low,Debit,False
TX001333,AC00051,186.55,288,1,224.65,-0.5258255620773132,Low,Debit,False
TX001334,AC00250,840.16,68,1,1236.76,-0.47301760950211985,Low,Credit,False
TX001335,AC00304,203.34,66,1,13586.99,-0.4973157779355792,Low,Debit,False
TX001336,AC00007,90.88,284,1,7117.35,-0.49173935584172274,Low,Debit,False
TX001337,AC00017,60.11,122,1,7235.87,-0.3993011114470525,High,Credit,False
TX001338,AC00158,393.92,47,1,7318.64,-0.440883892190046,Low,Debit,False
TX001339,AC00110,19.39,45,1,9847.6,-0.45698933210911163,Low,Debit,False
TX001340,AC00175,557.41,49,1,2968.75,-0.4427976975075452,Low,Credit,False
TX001341,AC00079,57.07,99,1,9323.71,-0.4184630556938302,Low,Credit,False
TX001342,AC00403,395.27,167,1,1764.08,-0.42294123540037143,Low,Credit,False
TX001343,AC00228,289.05,116,1,5683.49,-0.39759187064319157,High,Debit,False
TX001344,AC00344,46.11,233,1,5225.73,-0.4510499420893725,Low,Debit,False
TX001345,AC00466,335.5,47,1,6445.4,-0.42089987343228824,Low,Debit,False
TX001346,AC00204,388.07,68,1,289.71,-0.4348108170772996,Low,Debit,False
TX001347,AC00030,520.86,66,1,9200.74,-0.4652614757761413,Low,Credit,False
TX001348,AC00455,787.41,39,1,300.87,-0.4990587290088212,Low,Debit,False
TX001349,AC00094,31.7,121,1,743.9,-0.42460584926551426,Low,Credit,False
TX001350,AC00185,22.3,90,1,1200.35,-0.41611462802611476,Low,Debit,False
TX001351,AC00351,203.12,181,1,1562.39,-0.4169614727455455,Low,Debit,False
TX001352,AC00335,315.94,172,1,7719.71,-0.41698764874731065,Low,Credit,False
TX001353,AC00409,192.23,39,3,2610.67,-0.5961668097367313,Low,Debit,True
TX001354,AC00312,1510.71,51,1,2060.02,-0.6155225768281327,Low,Debit,True
TX001355,AC00097,0.26,173,1,1833.67,-0.45768471279410616,Low,Debit,False
TX001356,AC00447,210.77,161,1,5396.65,-0.4043005642604583,High,Debit,False
TX001357,AC00280,406.65,107,1,12995.7,-0.4862844146497435,Low,Debit,False
TX001358,AC00023,422.9,111,1,7616.43,-0.42063359611161383,Low,Debit,False
TX001359,AC00077,20.62,225,1,12500.8,-0.5311570391141903,Low,Credit,False
TX001360,AC00113,174.39,36,1,1127.08,-0.4215685515079625,Low,Debit,False
TX001361,AC00391,7.86,91,1,3621.98,-0.4355380175248006,Low,Credit,False
TX001362,AC00136,61.98,44,1,5212.28,-0.40818251743282585,High,Debit,False
TX001363,AC00204,54.85,40,1,2727.45,-0.4245482447374131,Low,Credit,False
TX001364,AC00089,204.7,95,5,5117.03,-0.6575953271800656,Low,Debit,True
TX001365,AC00305,16.55,159,1,6089.79,-0.42200553332891766,Low,Debit,False
TX001366,AC00338,91.32,77,1,2618.1,-0.41179982717923225,High,Debit,False
TX001367,AC00268,195.49,212,1,11988.12,-0.5158667134526849,Low,Debit,False
TX001368,AC00363,49.62,111,1,3841.42,-0.418424667240875,Low,Debit,False
TX001369,AC00316,487.16,84,1,321.21,-0.4417842993831705,Low,Credit,False
TX001370,AC00167,405.6,44,1,9754.73,-0.4709659434611502,Low,Debit,False
TX001371,AC00405,512.95,143,1,9584.52,-0.4533976210351407,Low,Debit,False
TX001372,AC00098,345.94,163,1,7624.56,-0.4197120873386921,Low,Debit,False
TX001373,AC00116,356.56,52,1,2485.73,-0.42052685304486637,Low,Debit,False
TX001374,AC00267,10.31,280,1,2137.9,-0.5196865532206068,Low,Debit,False
TX001375,AC00447,211.69,111,1,6412.85,-0.3999508891707722,High,Debit,False
TX001376,AC00042,221.49,196,1,707.25,-0.4454680430078778,Low,Credit,False
TX001377,AC00074,278.23,83,1,8300.54,-0.4090472108466031,High,Debit,False
TX001378,AC00063,116.88,263,1,7717.34,-0.47189604282318226,Low,Debit,False
TX001379,AC00085,328.77,247,1,6967.03,-0.4672752783022484,Low,Credit,False
TX001380,AC00126,77.53,55,1,5158.6,-0.40588286369204596,High,Debit,False
TX001381,AC00471,421.74,103,1,12031.14,-0.4756891327129377,Low,Debit,False
TX001382,AC00304,313.69,152,1,7093.68,-0.4004367450182495,High,Debit,False
TX001383,AC00242,411.72,153,1,8539.86,-0.4374369224845327,Low,Debit,False
TX001384,AC00261,508.73,89,1,7640.57,-0.43356151342986216,Low,Debit,False
TX001385,AC00338,153.08,201,1,1292.21,-0.43718925411858356,Low,Debit,False
TX001386,AC00292,23.01,166,1,5958.75,-0.42678283571806874,Low,Debit,False
TX001387,AC00024,69.28,129,1,708.74,-0.40804618393607767,High,Debit,False
TX001388,AC00441,51.25,66,1,1744.4,-0.40660360972880444,High,Credit,False
TX001389,AC00412,407.65,263,1,273.78,-0.5161747336591836,Low,Debit,False
TX001390,AC00315,459.25,59,1,130.76,-0.4638265474073331,Low,Debit,False
TX001391,AC00120,301.56,118,1,10389.6,-0.4375085854101249,Low,Debit,False
TX001392,AC00462,17.67,91,1,1048.18,-0.42162026149555526,Low,Debit,False
TX001393,AC00481,5.29,132,1,12896.68,-0.5007312046611871,Low,Credit,False
TX001394,AC00166,401.37,251,1,8208.54,-0.49170992261091095,Low,Debit,False
TX001395,AC00438,145.4,24,1,5244.49,-0.42799000967952383,Low,Debit,False
TX001396,AC00090,556.34,46,1,11935.14,-0.5208129942948801,Low,Debit,False
TX001397,AC00041,34.31,251,1,1484.76,-0.4793370323132558,Low,Debit,False
TX001398,AC00141,780.59,145,1,6513.34,-0.45700192525728517,Low,Credit,False
TX001399,AC00410,282.65,161,1,13801.15,-0.49485781694128705,Low,Debit,False
TX001400,AC00362,305.27,147,1,12958.65,-0.4759041524330717,Low,Debit,False
TX001401,AC00315,185.81,116,1,9588.71,-0.4280943177424372,Low,Debit,False
TX001402,AC00092,66.01,179,1,3475.99,-0.42146975994803487,Low,Debit,False
TX001403,AC00133,447.95,75,1,7544.4,-0.4250199004954712,Low,Debit,False
TX001404,AC00069,279.3,48,1,1193.61,-0.4130223324080032,High,Debit,False
TX001405,AC00498,26.75,27,1,12063.77,-0.5089047858282466,Low,Debit,False
TX001406,AC00006,611.15,121,1,892.83,-0.4440292690632679,Low,Debit,False
TX001407,AC00104,275.2,81,1,1230.12,-0.3972550235280722,High,Debit,False
TX001408,AC00311,427.79,189,1,1479.67,-0.443357547926785,Low,Debit,False
TX001409,AC00144,469.13,139,1,1265.28,-0.4159375577719883,Low,Credit,False
TX001410,AC00157,102.81,47,1,3228.87,-0.4232938117521301,Low,Debit,False
TX001411,AC00171,22.61,145,1,1111.67,-0.4208551285554791,Low,Debit,False
TX001412,AC00374,68.28,293,1,3213.16,-0.5223477611164445,Low,Debit,False
TX001413,AC00219,33.65,146,1,12719.93,-0.4818735801221704,Low,Credit,False
TX001414,AC00405,362.68,137,1,2040.77,-0.4069346826665213,High,Credit,False
TX001415,AC00075,73.23,172,1,1309.85,-0.41495977715252713,Low,Debit,False
TX001416,AC00136,654.49,104,1,164.61,-0.4797031189172821,Low,Credit,False
TX001417,AC00056,18.56,161,1,4230.37,-0.4381229268044398,Low,Credit,False
TX001418,AC00368,389.05,41,1,761.0,-0.43977719612016425,Low,Debit,False
TX001419,AC00261,7.38,105,1,2923.83,-0.434315045870346,Low,Debit,False
TX001420,AC00090,109.48,93,1,7372.47,-0.40403321443674756,High,Debit,False
TX001421,AC00297,66.91,85,1,871.1,-0.4076565762978964,High,Debit,False
TX001422,AC00144,335.48,155,1,3023.16,-0.41372500615456087,High,Debit,False
TX001423,AC00207,38.14,174,1,1119.21,-0.4317021441737732,Low,Debit,False
TX001424,AC00443,1076.98,173,1,11833.73,-0.5867083190932378,Low,Debit,False
TX001425,AC00179,360.02,68,1,6400.59,-0.4117070760976721,High,Debit,False
TX001426,AC00175,567.71,80,1,13884.24,-0.5285273941678966,Low,Debit,False
TX001427,AC00386,218.19,185,1,620.83,-0.43762479795839426,Low,Debit,False
TX001428,AC00067,209.99,40,1,1938.01,-0.4144603261147148,Low,Debit,False
TX001429,AC00369,11.02,280,1,964.79,-0.5209982060601122,Low,Debit,False
TX001430,AC00257,83.43,109,1,1870.16,-0.4057879731776222,High,Debit,False
TX001431,AC00059,344.97,106,1,5577.94,-0.3969009152260281,High,Debit,False
TX001432,AC00341,172.29,283,1,8700.8,-0.4976619651294283,Low,Debit,False
TX001433,AC00357,195.54,255,1,2794.66,-0.48219775905267354,Low,Debit,False
TX001434,AC00455,101.23,87,1,6169.71,-0.40006443187765034,High,Debit,False
TX001435,AC00346,180.46,34,1,831.75,-0.4254338429579363,Low,Debit,False
TX001436,AC00118,692.55,109,1,2451.56,-0.45746249468117833,Low,Debit,False
TX001437,AC00275,147.31,92,1,13625.52,-0.4897251701226512,Low,Credit,False
TX001438,AC00028,107.48,103,1,1379.39,-0.4045593557716318,High,Debit,False
TX001439,AC00179,1831.02,83,1,11498.01,-0.6589588612216206,Low,Credit,True
TX001440,AC00090,81.51,97,1,865.49,-0.4079883289417344,High,Debit,False
TX001441,AC00367,365.48,216,1,7147.4,-0.44943314023171443,Low,Credit,False
TX001442,AC00441,491.1,125,1,7833.85,-0.4267353536441684,Low,Credit,False
TX001443,AC00266,452.8,151,1,4840.67,-0.4218675011524054,Low,Debit,False
TX001444,AC00072,645.04,78,1,7361.47,-0.4594450738874978,Low,Debit,False
TX001445,AC00245,169.28,114,1,5128.44,-0.4012779627411917,High,Debit,False
TX001446,AC00119,88.42,91,1,12381.45,-0.4746655785290652,Low,Debit,False
TX001447,AC00061,155.53,66,1,4008.05,-0.4091536150928007,High,Debit,False
TX001448,AC00080,991.82,300,1,3493.13,-0.6348941684333688,Low,Debit,True
TX001449,AC00254,39.24,106,1,6462.41,-0.41208161357033596,High,Debit,False
TX001450,AC00218,152.01,111,3,4625.12,-0.5743047323712485,Low,Debit,False
TX001451,AC00268,78.77,50,1,6470.57,-0.41275127749761525,High,Credit,False
TX001452,AC00460,26.5,179,1,4854.83,-0.43571002997485647,Low,Debit,False
TX001453,AC00257,83.62,146,1,12652.22,-0.467067753831981,Low,Debit,False
TX001454,AC00398,142.78,150,1,11705.88,-0.4529672433056661,Low,Debit,False
TX001455,AC00162,55.99,95,1,932.61,-0.40724756089952513,High,Debit,False
TX001456,AC00015,774.48,31,1,11613.58,-0.555824575521351,Low,Debit,False
TX001457,AC00462,105.37,160,1,1068.55,-0.40975946591202617,High,Debit,False
TX001458,AC00218,118.83,295,1,1616.3,-0.5204477316293654,Low,Debit,False
TX001459,AC00217,46.22,217,1,471.28,-0.4603115044004962,Low,Debit,False
TX001460,AC00460,659.71,148,1,106.86,-0.4820855113195206,Low,Credit,False
TX001461,AC00068,377.97,160,1,2457.1,-0.425007779095867,Low,Debit,False
TX001462,AC00214,114.1,148,1,5882.12,-0.4024812752129698,High,Debit,False
TX001463,AC00266,11.3,41,1,1938.99,-0.4444945275536162,Low,Credit,False
TX001464,AC00193,95.5,17,1,4079.09,-0.4600118079182547,Low,Debit,False
TX001465,AC00132,130.93,149,1,860.12,-0.40909081642715883,High,Credit,False
TX001466,AC00241,272.97,174,1,7811.31,-0.41527326656827956,Low,Debit,False
TX001467,AC00015,73.35,47,1,1181.84,-0.4161062631706327,Low,Debit,False
TX001468,AC00352,29.94,243,1,10915.54,-0.5327404325700617,Low,Debit,False
TX001469,AC00396,307.24,136,2,1670.72,-0.5481328233784835,Low,Debit,False
TX001470,AC00174,50.52,140,1,1121.19,-0.40478494030978046,High,Debit,False
TX001471,AC00024,820.46,243,1,5621.86,-0.5285476139494877,Low,Credit,False
TX001472,AC00250,153.07,116,1,8873.43,-0.41452169074986345,Low,Debit,False
TX001473,AC00373,52.94,146,1,6990.92,-0.4029743706824066,High,Debit,False
TX001474,AC00030,384.41,65,1,7831.56,-0.42840367636802623,Low,Debit,False
TX001475,AC00422,235.42,175,1,6173.23,-0.4159260436020528,Low,Debit,False
TX001476,AC00229,114.23,64,1,9523.72,-0.43504769512533664,Low,Debit,False
TX001477,AC00002,12.62,61,1,6420.47,-0.42807832079321884,Low,Debit,False
TX001478,AC00227,997.37,145,1,1146.09,-0.49769278240532466,Low,Debit,False
TX001479,AC00393,373.52,235,1,6430.41,-0.45883539057052697,Low,Debit,False
TX001480,AC00042,336.05,164,1,1635.05,-0.4132798772991197,High,Debit,False
TX001481,AC00111,366.93,33,1,6697.79,-0.43408983722777045,Low,Debit,False
TX001482,AC00178,112.27,102,1,7369.89,-0.40934935627621993,High,Debit,False
TX001483,AC00218,494.96,132,1,6903.68,-0.4217548939266297,Low,Debit,False
TX001484,AC00198,561.58,23,1,11748.86,-0.5373761375632664,Low,Debit,False
TX001485,AC00060,440.94,148,1,7303.23,-0.4276115300163768,Low,Debit,False
TX001486,AC00397,71.9,51,1,10619.35,-0.453417968712594,Low,Debit,False
TX001487,AC00338,256.66,137,1,1794.5,-0.39873707754882737,High,Credit,False
TX001488,AC00101,166.55,99,1,12970.21,-0.47753751124293453,Low,Credit,False
TX001489,AC00384,276.26,143,1,120.89,-0.4290309692238973,Low,Debit,False
TX001490,AC00368,35.46,164,1,5692.31,-0.42718770432228537,Low,Debit,False
TX001491,AC00233,38.14,165,1,9879.87,-0.44962138857387257,Low,Debit,False
TX001492,AC00375,506.26,86,1,6266.65,-0.4204391838704595,Low,Credit,False
TX001493,AC00277,736.32,28,1,14268.95,-0.594137279397092,Low,Debit,False
TX001494,AC00202,389.43,151,1,6449.83,-0.4192573316690762,Low,Credit,False
TX001495,AC00142,25.58,166,1,6741.41,-0.4328450576380742,Low,Debit,False
TX001496,AC00178,446.1,243,1,1008.44,-0.48549272227274026,Low,Debit,False
TX001497,AC00130,147.74,15,1,1711.78,-0.4640819019767102,Low,Debit,False
TX001498,AC00018,1228.81,254,1,1821.0,-0.6062558272545295,Low,Debit,True
TX001499,AC00293,46.23,282,1,5107.75,-0.48821575808014966,Low,Debit,False
TX001500,AC00449,265.37,77,1,5229.95,-0.390811528949829,High,Debit,False
TX001501,AC00496,342.57,91,1,339.16,-0.42552649739286696,Low,Debit,False
TX001502,AC00370,417.26,45,1,10442.48,-0.4778752041157017,Low,Credit,False
TX001503,AC00341,33.63,76,1,4324.4,-0.41666622660821057,Low,Debit,False
TX001504,AC00400,64.58,173,1,6292.29,-0.4140596649355653,High,Debit,False
TX001505,AC00301,23.23,122,1,269.01,-0.44205833611058337,Low,Credit,False
TX001506,AC00249,160.52,112,1,5379.25,-0.3994650671125539,High,Credit,False
TX001507,AC00239,278.88,179,2,1334.09,-0.559364221937027,Low,Debit,False
TX001508,AC00419,285.49,109,1,6366.84,-0.40122825875309487,High,Credit,False
TX001509,AC00435,71.87,258,1,1839.1,-0.4734562921206264,Low,Debit,False
TX001510,AC00012,308.8,41,1,3966.54,-0.41859133319931185,Low,Debit,False
TX001511,AC00438,135.35,82,1,9983.36,-0.4313617366279855,Low,Debit,False
TX001512,AC00345,288.43,72,1,4577.09,-0.3996383356997165,High,Debit,False
TX001513,AC00026,147.46,205,1,7458.03,-0.4330069517223278,Low,Credit,False
TX001514,AC00416,214.15,217,1,6397.29,-0.4371692545352914,Low,Debit,False
TX001515,AC00272,71.34,144,3,6345.03,-0.5909208899737641,Low,Debit,False
TX001516,AC00468,170.36,118,1,6034.73,-0.4000511816846662,High,Debit,False
TX001517,AC00040,965.66,32,1,765.81,-0.5313596385813495,Low,Debit,False
TX001518,AC00302,736.53,120,1,9826.26,-0.4975350315271783,Low,Debit,False
TX001519,AC00271,213.42,17,1,3736.38,-0.45933249272993515,Low,Debit,False
TX001520,AC00495,94.09,203,1,646.85,-0.44548266029200917,Low,Debit,False
TX001521,AC00246,91.23,86,1,6385.12,-0.40211410928022584,High,Debit,False
TX001522,AC00139,263.92,233,1,4161.71,-0.45489499546331774,Low,Credit,False
TX001523,AC00298,77.5,201,1,11079.77,-0.4969603234788026,Low,Credit,False
TX001524,AC00246,3.65,146,1,10017.11,-0.46706540420164283,Low,Debit,False
TX001525,AC00323,43.88,251,1,1644.09,-0.4774019571738511,Low,Credit,False
TX001526,AC00310,591.98,132,1,387.65,-0.4536688423659685,Low,Debit,False
TX001527,AC00083,224.79,129,1,528.38,-0.40774650253894545,High,Debit,False
TX001528,AC00222,64.3,67,1,7530.3,-0.4095780999293264,High,Debit,False
TX001529,AC00459,111.79,49,1,10887.59,-0.4593948226579865,Low,Debit,False
TX001530,AC00091,927.16,153,1,7104.61,-0.48399078754200764,Low,Debit,False
TX001531,AC00122,613.7,37,1,7307.11,-0.47943235896353287,Low,Credit,False
TX001532,AC00432,26.07,19,3,349.98,-0.6394762841411671,Low,Debit,True
TX001533,AC00218,170.45,199,1,2284.41,-0.45223286062320905,Low,Debit,False
TX001534,AC00294,344.27,123,1,1918.36,-0.4058518896441163,High,Debit,False
TX001535,AC00407,872.72,288,1,503.01,-0.604385275487645,Low,Debit,True
TX001536,AC00480,292.95,56,1,1216.91,-0.4125344394096041,High,Debit,False
TX001537,AC00367,28.44,243,1,1071.04,-0.4762649732979943,Low,Debit,False
TX001538,AC00324,209.02,74,1,187.9,-0.4262144398683201,Low,Debit,False
TX001539,AC00253,20.05,171,1,7145.67,-0.4324682695706395,Low,Debit,False
TX001540,AC00344,175.02,71,1,1493.88,-0.3993277766315212,High,Debit,False
TX001541,AC00153,89.5,134,1,8658.95,-0.41012353741953866,High,Credit,False
TX001542,AC00016,69.96,31,1,164.12,-0.46189243019420806,Low,Debit,False
TX001543,AC00291,146.51,68,1,7089.9,-0.4037921973188434,High,Debit,False
TX001544,AC00362,376.78,88,1,841.65,-0.41193190933918494,High,Credit,False
TX001545,AC00202,148.54,107,1,5677.05,-0.39707896674788257,High,Credit,False
TX001546,AC00163,388.77,30,1,1658.49,-0.43870391868109515,Low,Credit,False
TX001547,AC00123,100.38,49,1,10171.68,-0.45514886828304607,Low,Debit,False
TX001548,AC00054,137.23,63,1,13847.99,-0.503834474060989,Low,Debit,False
TX001549,AC00172,870.3,229,1,3688.98,-0.5518781397312821,Low,Debit,False
TX001550,AC00176,458.94,180,1,5619.95,-0.4378682738229582,Low,Debit,False
TX001551,AC00093,327.35,175,1,342.08,-0.4371764457743727,Low,Credit,False
TX001552,AC00310,757.15,38,1,4702.86,-0.4700492816368971,Low,Debit,False
TX001553,AC00127,5.64,47,1,12703.24,-0.5164040346627669,Low,Debit,False
TX001554,AC00286,47.23,160,1,6659.81,-0.41513617085769955,Low,Credit,False
TX001555,AC00497,239.41,248,1,7860.65,-0.4717598105442917,Low,Credit,False
TX001556,AC00475,7.48,29,1,1275.2,-0.4667715656118438,Low,Debit,False
TX001557,AC00470,170.97,292,1,1265.27,-0.5149537755051161,Low,Debit,False
TX001558,AC00245,262.43,274,5,12841.01,-0.7257185156099268,Low,Credit,True
TX001559,AC00480,659.15,204,1,1241.59,-0.4917276465944578,Low,Debit,False
TX001560,AC00011,31.53,283,1,874.93,-0.5207238076754941,Low,Debit,False
TX001561,AC00362,111.66,140,1,5716.72,-0.39928730816497693,High,Credit,False
TX001562,AC00015,250.01,88,1,1541.48,-0.39703063230072566,High,Debit,False
TX001563,AC00112,554.15,108,1,14817.22,-0.5483194297686438,Low,Debit,False
TX001564,AC00057,598.66,222,1,2587.11,-0.5062901493856967,Low,Credit,False
TX001565,AC00393,28.38,98,1,173.7,-0.4525580018161946,Low,Debit,False
TX001566,AC00233,16.8,94,1,11847.07,-0.47423236831547483,Low,Debit,False
TX001567,AC00466,896.79,168,1,11146.74,-0.5563702875186615,Low,Debit,False
TX001568,AC00453,159.0,38,1,369.79,-0.43021316522219577,Low,Debit,False
TX001569,AC00203,56.31,195,1,6396.08,-0.43366343444714994,Low,Credit,False
TX001570,AC00228,203.99,215,1,4840.31,-0.44256494518447026,Low,Debit,False
TX001571,AC00131,50.99,76,1,1334.6,-0.40570330866733495,High,Debit,False
TX001572,AC00247,101.28,75,1,2774.35,-0.41116674272096937,High,Credit,False
TX001573,AC00425,299.92,122,1,1368.0,-0.40047774900674127,High,Debit,False
TX001574,AC00123,77.54,73,1,4536.38,-0.40145157489280536,High,Debit,False
TX001575,AC00139,18.35,78,1,1293.39,-0.4178099190173446,Low,Debit,False
TX001576,AC00379,732.53,116,1,441.54,-0.47189338643745726,Low,Credit,False
TX001577,AC00059,65.11,150,1,8485.14,-0.41695562397409297,Low,Debit,False
TX001578,AC00233,67.07,56,1,999.62,-0.41630573263946286,Low,Credit,False
TX001579,AC00007,137.48,47,1,14273.42,-0.5173147838667453,Low,Debit,False
TX001580,AC00028,398.36,56,1,1863.7,-0.42313198180281886,Low,Debit,False
TX001581,AC00428,469.46,149,1,8640.56,-0.4435023609666683,Low,Debit,False
TX001582,AC00242,37.58,182,1,259.44,-0.4559853357829987,Low,Debit,False
TX001583,AC00447,160.24,15,1,5526.97,-0.45065132075011977,Low,Debit,False
TX001584,AC00081,315.39,93,1,929.6,-0.40155809518580765,High,Credit,False
TX001585,AC00358,434.17,148,5,5335.44,-0.6747521676866525,Low,Debit,True
TX001586,AC00254,165.91,84,1,587.12,-0.403147355423455,High,Debit,False
TX001587,AC00241,211.36,194,1,4760.34,-0.43193053971187795,Low,Debit,False
TX001588,AC00140,241.45,158,1,1594.04,-0.4019529555293421,High,Debit,False
TX001589,AC00132,23.24,129,1,13777.79,-0.4935949670731304,Low,Debit,False
TX001590,AC00035,70.88,176,1,1794.65,-0.4194908030885721,Low,Credit,False
TX001591,AC00172,1143.67,111,1,7677.76,-0.5290072211882083,Low,Debit,False
TX001592,AC00016,314.52,229,1,7071.32,-0.4460879750990018,Low,Debit,False
TX001593,AC00382,181.81,122,1,7525.73,-0.40139339384387535,High,Credit,False
